DATE,TIME,APPX,SECONDARY DATE,APPX 2,TRANS_ID,BBREFID,TYPE,FROMT,FLEAGUE,TTEAM,TLEAGUE,,,,
20031027,,,,,39747,shefg001,Fg,ATL,NL,,,,,,
19860602,,,19860626,,39746,shefg001,Da,,,MIL,AL,,1,6,
19931216,,,,,39751,shelb001,F ,,,MON,NL,,,,
19931115,,,,,39750,shelb001,R ,PIT,NL,,,,,,
19870602,,,,,39749,shelb001,Da,,,PIT,NL,,2,,
19720606,,,,,39753,shelb101,Da,,,MIL,AL,,22,,
19680607,,,,,39752,shelb101,Dn,,,LAN,NL,,52,,
20110219,,,,,68848,shelc001,F ,,,NYN,NL,,,,
20101106,,,,,61986,shelc001,Fg,HOU,NL,,,,,,
20091202,,,,,59380,shelc001,F ,,,HOU,NL,,,,
20091006,,,,,59379,shelc001,Fg,SEA,AL,,,,,,
20081209,,,,,56219,shelc001,F ,,,SEA,AL,,,,
20081009,,,,,56218,shelc001,Fg,TEX,AL,,,,,,
20071205,,,,,53418,shelc001,T ,DET,AL,TEX,AL,,,,
20031215,,,,,39755,shelc001,D ,PIT,NL,DET,AL,,,,
20010605,,,20010610,,39754,shelc001,Da,,,PIT,NL,,33,,
20030606,,,,,72582,Sheldon Fulse,T ,SEA,AL,BOS,AL,,,,
19870522,,,,,51500,shelj001,T ,BAL,AL,LAN,NL,,,,
19910813,,,,,39763,shelj001,R ,DET,AL,,,,,,
19901126,,,,,39762,shelj001,F ,,,DET,AL,,,,
19901105,,,,,39761,shelj001,Fg,DET,AL,,,,,,
19900613,,,,,39760,shelj001,F ,,,DET,AL,,,,
19900602,,,,,39759,shelj001,R ,LAN,NL,,,,,,
19891219,,,,,39758,shelj001,F ,,,LAN,NL,,,,
19891113,,,,,39757,shelj001,Fg,LAN,NL,,,,,,
19770111,,,,,39756,shelj001,Da,,,BAL,AL,,1,20,
19690517,,,,,50115,shelj101,T ,PIT,NL,WS2,AL,,,,
19771026,,,,,39769,shelj101,R ,MIN,AL,,,,,,
19770800,,,,,39768,shelj101,F ,,,MIN,AL,,,,
19770000,,,,,39767,shelj101,R ,SDN,NL,,,,,,
19750000,,,,,39766,shelj101,P ,TEX,AL,SDN,NL,,,,
19621126,,,,,39765,shelj101,Df,NYA,AL,PIT,NL,,,,
19620000,,,,,39764,shelj101,Fa,,,NYA,AL,,,,
19661215,,,,,49966,shelr101,T ,BOS,AL,CIN,NL,,,,
19660613,,,,,49956,shelr101,T ,KC1,AL,BOS,AL,,,,
19650503,,,,,49896,shelr101,T ,NYA,AL,KC1,AL,,,,
19600000,,,,,39770,shelr101,Fa,,,NYA,AL,,,,
20041015,,,,,39778,shels001,Fg,PIT,NL,,,,,,
20040629,,,,,39777,shels001,F ,,,PIT,NL,,,,
20040614,,,,,39776,shels001,R ,MIL,NL,,,,,,
20040126,,,,,39775,shels001,F ,,,MIL,NL,,,,
20011221,,,,,39774,shels001,Fg,TEX,AL,,,,,,
19971120,,,,,39773,shels001,F ,,,TEX,AL,,,,
19971017,,,,,39772,shels001,Fg,OAK,AL,,,,,,
19910603,,,19910605,,39771,shels001,Da,,,OAK,AL,,8,,
20110519,,,,,68926,shels002,F ,,,ATL,NL,,,,
20110508,,,,,68919,shels002,R ,KCA,AL,,,,,,
20101115,,,,,68579,shels002,F ,,,KCA,AL,,,,
20111102,,,,,64324,shels002,Fg,ATL,NL,,,,,,
20101106,,,,,61988,shels002,Fg,SEA,AL,,,,,,
20091120,,,,,59384,shels002,F ,,,SEA,AL,,,,
20091109,,,,,59383,shels002,Fg,SEA,AL,,,,,,
20090502,,,,,59382,shels002,F ,,,SEA,AL,,,,
20090429,,,,,59381,shels002,Fg,WAS,NL,,,,,,
20071117,,,,,54608,shels002,F ,,,WAS,NL,,,,
20071029,,,,,54607,shels002,Fg,ANA,AL,,,,,,
20010605,,,20010617,,54606,shels002,Da,,,ANA,AL,,3,,
19440224,,,,,53876,shems101,F ,,,BSN,NL,,,,
19450720,,@,,,49146,shems101,T ,BSN,NL,Indianapolis,(American Association),,,,
19450904,,,,,39779,shepb101,R ,WS1,AL,,,,,,
19530616,,,,,39780,shepj102,Fa,,,PIT,NL,,,,
19940603,,,,,52082,shepk001,T ,COL,NL,BOS,AL,,,,
19920810,,,,,51936,shepk001,T ,CHA,AL,PHI,NL,,,,
19961219,,,,,39793,shepk001,F ,,,PIT,NL,,,,
19961015,,,,,39792,shepk001,Fg,BAL,AL,,,,,,
19951227,,,,,39791,shepk001,F ,,,BAL,AL,,,,
19950726,,,,,39790,shepk001,R ,FLO,NL,,,,,,
19950615,,,,,39789,shepk001,F ,,,FLO,NL,,,,
19950605,,,,,39788,shepk001,R ,BOS,AL,,,,,,
19921117,,,,,39787,shepk001,X ,PHI,NL,COL,NL,,,50,
19910312,,,,,39786,shepk001,F ,,,CHA,AL,,,,
19901022,,,,,39785,shepk001,R ,CLE,AL,,,,,,
19890724,2,,,,39784,shepk001,F ,,,CLE,AL,,,,
19890724,1,,,,39783,shepk001,R ,KCA,AL,,,,,,
19881206,,,,,39782,shepk001,Dm,PIT,NL,KCA,AL,,,,
19860602,,,19860628,,39781,shepk001,Da,,,PIT,NL,,11,,
19511203,,,,,39794,shepl801,Dm,Great Falls,(Pioneer),PIT,NL,,,,
19890000,,,,,67794,shepr001,U ,MON,NL,SLN,NL,,,,
19870328,,,,,67793,shepr001,F ,,,MON,NL,,,,
19870326,,,,,39796,shepr001,R ,TOR,AL,,,,,,
19790605,,,,,39795,shepr001,Da,,,TOR,AL,,2,,
19300616,,,,,48769,sherb101,T ,SLN,NL,BSN,NL,,,,
19320518,,,,,39798,sherb101,F ,,,SLN,NL,,,,
19320516,,,,,39797,sherb101,R ,BSN,NL,,,,,,
19931118,,,,,39802,sherd001,W ,SDN,NL,COL,NL,,,,
19920327,,,,,39801,sherd001,Dr,BAL,AL,SDN,NL,,,,
19911209,,,,,39800,sherd001,D ,SDN,NL,BAL,AL,,,,
19890605,,,19890609,,39799,sherd001,Da,,,SDN,NL,,6,,
19740605,,,,,39803,sherd101,Da,,,NYA,AL,,1,12,
19230000,,,,,75507,shere101,Fa,,,PHA,AL,,,,
19241117,,,,,72257,shere101,T ,PHA,AL,Portland,(PCL),,,,
20130627,,,,,70392,sherg001,R ,KCA,AL,,,,,,
20130327,,,,,69909,sherg001,F ,,,KCA,AL,,,,
20130326,,,,,69892,sherg001,R ,KCA,AL,,,,,,
20121029,,,,,69503,sherg001,Fg,SEA,AL,,,,,,
20101210,,,,,68654,sherg001,F ,,,ATL,NL,,,,
20121207,,,,,67796,sherg001,F ,,,KCA,AL,,,,
20090730,,,,,66829,sherg001,T ,BAL,AL,LAN,NL,,,,
20111230,,,,,64326,sherg001,F ,,,SEA,AL,,,,
20111030,,,,,64325,sherg001,Fg,ATL,NL,,,,,,
20101202,,,,,61990,sherg001,Fg,LAN,NL,,,,,,
20080208,,,,,57986,sherg001,T ,SEA,AL,BAL,AL,,,,
20030702,,,,,39804,sherg001,P ,Winnipeg,(Northern),SEA,AL,,,,
19670629,,,,,50016,sherl101,T ,DET,AL,HOU,NL,,,,
19640409,,,,,49848,sherl101,T ,LAN,NL,DET,AL,,,,
19680701,,,,,39807,sherl101,F ,,,CAL,AL,,,,
19680402,,,,,39806,sherl101,R ,HOU,NL,,,,,,
19530000,,,,,39805,sherl101,Fa,,,BRO,NL,,,,
19291007,,,,,39808,sherm101,D ,Mission,(PCL),PHI,NL,,,,
19490516,,@,,,71512,shern101,T ,BOS,AL,Seattle,(PCL),,,,
19470925,,,,,49190,shern101,T ,San Francisco,(PCL),BOS,AL,,,,
19621011,,,,,49775,shern102,P ,LAN,NL,NYN,NL,,,,
19641015,,,,,39810,shern102,R ,NYN,NL,,,,,,
19500000,,,,,39809,shern102,Fa,,,BRO,NL,,,,
19890616,,,,,51697,sherp001,T ,DET,AL,SFN,NL,,,,
19911015,,,,,39821,sherp001,R ,NYA,AL,,,,,,
19910124,,,,,39820,sherp001,F ,,,NYA,AL,,,,
19901015,,,,,39819,sherp001,Fg,CHN,NL,,,,,,
19900425,,,,,39818,sherp001,F ,,,CHN,NL,,,,
19900403,,,,,39817,sherp001,R ,KCA,AL,,,,,,
19900215,,,,,39816,sherp001,F ,,,KCA,AL,,,,
19891113,,,,,39815,sherp001,Fg,SFN,NL,,,,,,
19860425,,,,,39814,sherp001,F ,,,DET,AL,,,,
19860328,,,,,39813,sherp001,R ,KCA,AL,,,,,,
19790605,,,,,39812,sherp001,Da,,,KCA,AL,,3,,
19760608,,,,,39811,sherp001,Dn,,,CIN,NL,,36,,
19870602,,,,,39822,shert001,Da,,,SLN,NL,,18,,
19360401,,,,,39824,sherv101,Cr,BRO,NL,Indianapolis,(American Association),,,,
19350910,,,,,39823,sherv101,C ,Indianapolis,(American Association),BRO,NL,,,,
19621205,,,,,49792,shetb101,T ,BAL,AL,WS2,AL,,,,
19560000,,,,,39825,shetb101,Fa,,,BAL,AL,,,,
19020828,,,,,74067,shiec101,F ,,,SLA,AL,,,,
19020826,,@,,,72239,shiec101,R ,BLA,AL,,,,,,
20080814,,,,,56220,shiej001,R ,MIL,NL,,,,,,
19991222,,,,,52623,shiej001,T ,ATL,NL,SDN,NL,,,,
20071120,,,,,39836,shiej001,F ,,,MIL,NL,,,,
20071001,,,,,39835,shiej001,Fg,KCA,AL,,,,,,
20061129,,,,,39834,shiej001,F ,,,KCA,AL,,,,
20061002,,,,,39833,shiej001,Fg,ATL,NL,,,,,,
20060622,,,,,39832,shiej001,P ,Somerset,(Atlantic),ATL,NL,,,,
20041015,,,,,39831,shiej001,Fg,BOS,AL,,,,,,
20031222,,,,,39830,shiej001,F ,,,BOS,AL,,,,
20031221,,,,,39829,shiej001,Fg,BOS,AL,,,,,,
20021002,,,,,39828,shiej001,W ,SDN,NL,BOS,AL,,,,
19950601,,,19950626,,39827,shiej001,Da,,,ATL,NL,,48,,
20121209,,,,,75885,shiej002,T ,TBA,AL,KCA,AL,,,,
20150211,,,,,75255,shiej002,F ,,,SDN,NL,,,,
20141030,,,,,74149,shiej002,Fg,KCA,AL,,,,,,
20000605,,,20000817,,39837,shiej002,Da,,,TBA,AL,,16,,
19890320,,,,,51671,shies001,T ,NYA,AL,MIN,AL,,,,
19861210,,,,,51463,shies001,T ,KCA,AL,SEA,AL,,,,
19860923,,,,,51454,shies001,T ,ATL,NL,KCA,AL,,,,
19891003,,,,,39843,shies001,R ,MIN,AL,,,,,,
19871111,,,,,39842,shies001,F ,,,NYA,AL,,,,
19871015,,,,,39841,shies001,Fg,SEA,AL,,,,,,
19831026,,,,,39840,shies001,F ,,,ATL,NL,,,,
19831020,,,,,39839,shies001,Fg,BOS,AL,,,,,,
19770607,,,,,39838,shies001,Da,,,BOS,AL,,10,,
20101101,,,,,68409,shies002,Fg,ANA,AL,,,,,,
19970603,,,19970609,,39844,shies002,Da,,,ANA,AL,,38,,
19910321,,,,,51836,shiet001,T ,PIT,NL,BAL,AL,,,,
19921218,,,,,39848,shiet001,F ,,,CHN,NL,,,,
19921015,,,,,39847,shiet001,Fg,BAL,AL,,,,,,
19860602,,,,,39846,shiet001,Da,,,PIT,NL,,15,,
19850603,,,,,39845,shiet001,Dn,,,PIT,NL,,36,,
19550000,,,,,39849,shifg101,Fa,,,WS1,AL,,,,
19890624,,,,,39850,shifs001,Fa,,,KCA,AL,,,,
19400224,,,,,56500,shilj101,T ,PHI,NL,NYA,AL,,,,
18910911,,,,,56794,shinb101,R ,PHI,NL,,,,,,
18940101,,,,,48244,shinb101,T ,BLN,NL,BRO,NL,,,,
18911000,,@,,,39853,shinb101,F ,,,BLN,NL,,,,
18871020,,@,,,39851,shinb101,P ,DTN,NL,BL2,AA,,,,$1500 or $2000
19221231,,,,,75571,shing101,T ,CLE,AL,Milwaukee,(American Association),,,,
19871015,,,,,39857,shinr001,Fg,MON,NL,,,,,,
19860725,,,,,39856,shinr001,F ,,,MON,NL,,,,
19851108,,,,,39855,shinr001,R ,MON,NL,,,,,,
19780606,,,,,39854,shinr001,Da,,,MON,NL,,18,,
19241008,,,,,66448,shinr101,D ,Toledo,(American Association),SLN,NL,,,,
20011216,,,,,52826,shint001,T ,NYN,NL,SFN,NL,,,,
20030111,,,,,39860,shint001,F ,,,NYN,NL,,,,
20021115,,,,,39859,shint001,R ,SFN,NL,,,,,,
20001211,,,,,39858,shint001,P ,Hanshin Tigers,(Japan Central),NYN,NL,,,,
19921209,,,,,51966,shinz001,T ,LAN,NL,CLE,AL,,,,
19931015,,,,,39863,shinz001,Fg,SEA,AL,,,,,,
19930426,,,,,39862,shinz001,W ,CLE,AL,SEA,AL,,,,
19870602,,,,,39861,shinz001,Da,,,LAN,NL,,29,,
19980330,,,,,52426,shipc001,T ,SLN,NL,ANA,AL,,,,
19941228,,,,,52106,shipc001,T ,SDN,NL,HOU,NL,,,,
19880401,,,,,51595,shipc001,T ,LAN,NL,NYN,NL,,,,
19981207,,,,,39873,shipc001,F ,,,ANA,AL,,,,
19981026,,,,,39872,shipc001,Fg,ANA,AL,,,,,,
19980122,,,,,39871,shipc001,F ,,,SLN,NL,,,,
19971106,,,,,39870,shipc001,Fg,SDN,NL,,,,,,
19961223,,,,,39869,shipc001,F ,,,SDN,NL,,,,
19961207,,,,,39868,shipc001,Fg,SDN,NL,,,,,,
19960105,,,,,39867,shipc001,F ,,,SDN,NL,,,,
19951221,,,,,39866,shipc001,Fg,HOU,NL,,,,,,
19901203,,,,,39865,shipc001,Dm,NYN,NL,SDN,NL,,,,
19840528,,,,,39864,shipc001,Fa,,,LAN,NL,,,,
19850401,,,,,51340,shipd001,T ,TOR,AL,PHI,NL,,,,
19800719,,,,,39874,shipd001,Fa,,,TOR,AL,,,,
19620724,,,,,49770,shipj101,T ,SLN,NL,CHA,AL,,,,
19620000,2,,,,39877,shipj101,F ,,,SLN,NL,,,,
19620000,1,,,,39876,shipj101,R ,SFN,NL,,,,,,
19540000,,,,,39875,shipj101,U ,Vidalia,(Georgia State),NY1,NL,,,,
19311009,,,,,66779,shira101,T ,Milwaukee,(American Association),BSN,NL,,,,
19280731,,,,,57899,shira101,P ,Waco,(Texas),CHA,AL,,,,
19301128,,,,,57666,shira101,P ,WS1,AL,Milwaukee,(American Association),,,,"$10,000 "
19330419,,,,,53877,shira101,P ,BSN,NL,SLN,NL,,,,
19300616,,,,,48768,shira101,T ,CHA,AL,WS1,AL,,,,
19820401,,,,,72406,shirb001,T ,SLN,NL,CIN,NL,,,,
19801208,,,,,51003,shirb001,T ,SDN,NL,SLN,NL,,,,
19870731,,,,,39888,shirb001,F ,,,NYA,AL,,,,
19870704,,,,,39887,shirb001,R ,KCA,AL,,,,,,
19870613,,,,,39886,shirb001,F ,,,KCA,AL,,,,
19870605,,,,,39885,shirb001,R ,NYA,AL,,,,,,
19870128,,,,,39884,shirb001,F ,,,NYA,AL,,,,
19861220,,,,,39883,shirb001,R ,NYA,AL,,,,,,
19821210,,,,,39882,shirb001,F ,,,NYA,AL,,,,
19821110,,,,,39881,shirb001,Fg,CIN,NL,,,,,,
19760107,,,,,39880,shirb001,Da,,,SDN,NL,S,1,8,
19750603,,,,,39879,shirb001,Dn,,,SFN,NL,,5,,
19720606,,,,,39878,shirb001,Dn,,,LAN,NL,,38,,
19670518,,,,,39891,shirb101,Dr,NYN,NL,LAN,NL,,,,
19661128,,,,,39890,shirb101,D ,LAN,NL,NYN,NL,,,,
19610000,,,,,39889,shirb101,Fa,,,LAN,NL,,,,
19260220,,,,,48696,shirm101,T ,WS1,AL,Mobile,(Southern Association),,,,
19740605,,,,,39892,shirs101,Da,,,LAN,NL,,2,,
19420817,,,,,39893,shirt101,R ,PHA,AL,,,,,,
19340523,,,,,48876,shivi101,T ,CIN,NL,St Paul,(American Association),,,,
19340325,,,,,39894,shivi101,P ,DET,AL,CIN,NL,,,,
19641203,,,,,49876,shocc101,T ,PHI,NL,CAL,AL,,,,
19600716,,,,,39895,shocc101,Fa,,,PHI,NL,,,,
18860909,,,,,66687,shocg101,P ,Hartford,(Eastern),WS8,NL,,,,
18890616,,,,,56795,shocg101,R ,WS8,NL,,,,,,
18971112,,,,,48275,shocg101,T ,BRO,NL,SLN,NL,,,,
18920400,,,,,39897,shocg101,F ,,,BLN,NL,,,,
19241217,,,,,48674,shocu101,T ,SLA,AL,NYA,AL,,,,
19180122,,,,,48568,shocu101,T ,NYA,AL,SLA,AL,,,,
19150915,,,,,39898,shocu101,D ,Guelph,(Canadian),NYA,AL,,,,
19610000,,,,,39899,shoec101,Fa,,,KC1,AL,,,,
20080814,,,,,70811,shoem001,Fa,,,ANA,AL,,,,
19370907,,,,,53878,shofm101,P ,Scranton,(New York Pennsylvania),BSN,NL,,,,
19401212,,,,,49065,shofm101,T ,CIN,NL,NY1,NL,,,,
19390819,,,,,39900,shofm101,W ,BSN,NL,CIN,NL,,,,
19471022,,,,,49190,shofs101,T ,BOS,AL,San Francisco,(PCL),,,,
19410604,,,,,39901,shoke101,Fa,,,CIN,NL,,,,
19510000,,,,,39902,shoor101,Fa,,,DET,AL,,,,
20131031,,,,,70984,shopk001,Fg,CLE,AL,,,,,,
20130830,,,,,70719,shopk001,F ,,,CLE,AL,,,,
20130828,,,,,70705,shopk001,R ,PIT,NL,,,,,,
20130812,,,,,70626,shopk001,F ,,,PIT,NL,,,,
20130731,,,,,70576,shopk001,Fg,WAS,NL,,,,,,
20130703,,,,,70430,shopk001,F ,,,WAS,NL,,,,
20130620,,,,,70361,shopk001,R ,SEA,AL,,,,,,
20130207,,,,,69770,shopk001,F ,,,SEA,AL,,,,
20111213,,,,,69210,shopk001,F ,,,BOS,AL,,,,
20120814,,,,,66960,shopk001,T ,BOS,AL,NYN,NL,,,,
20121029,,,,,66449,shopk001,Fg,NYN,NL,,,,,,
20111031,,,,,64327,shopk001,Fg,TBA,AL,,,,,,
20091201,,,,,59653,shopk001,T ,CLE,AL,TBA,AL,,,,
20060127,,,,,53234,shopk001,T ,BOS,AL,CLE,AL,,,,
20010605,,,20010817,,39903,shopk001,Da,,,BOS,AL,,2,,
19691201,,,,,39905,shopt101,D ,NYA,AL,BAL,AL,,,,
19650608,,,,,39904,shopt101,Da,,,NYA,AL,,34,,
19681202,,,,,39911,shorb101,D ,NYN,NL,CIN,NL,,,,
19671129,,,,,39910,shorb101,P ,PIT,NL,NYN,NL,,,,
19661017,,,,,39909,shorb101,P ,BOS,AL,PIT,NL,,,,
19660815,,,,,39908,shorb101,P ,BAL,AL,BOS,AL,,,,
19611127,,,,,39907,shorb101,D ,NYA,AL,BAL,AL,,,,
19550000,,,,,39906,shorb101,Fa,,,NYA,AL,,,,
19361109,,,,,75656,shorb102,T ,CHA,AL,Dallas,(Texas),,,,
19321213,,,,,75654,shorb102,T ,Portland,(PCL),NY1,NL,,,,
19310630,,,,,75652,shorb102,P ,PHA,AL,Portland,(PCL),,,,
19270000,,,,,75651,shorb102,P ,Wichita Falls,(Texas),PHA,AL,,,,
19360727,,,,,39913,shorb102,P ,Kansas City,(American Association),CHA,AL,,,,
19340409,,,,,39912,shorb102,P ,NY1,NL,Kansas City,(American Association),,,,
19190117,,,,,48578,shorc101,T ,BOS,AL,DET,AL,,,,
19240529,,,,,39915,shorc101,P ,Minneapolis,(American Association),CIN,NL,,,,
19211214,,,,,39914,shorc101,W ,DET,AL,SLA,AL,,,,
19721116,,,,,39918,shorc102,F ,,,MIL,AL,,,,
19721026,,,,,39917,shorc102,R ,PHI,NL,,,,,,
19570614,,,,,39916,shorc102,Fa,,,PHI,NL,,,,
19210128,,,,,74026,shore101,T ,NYA,AL,Vernon,(PCL),,,,
19120800,,,,,54063,shore101,T ,NYA,AL,Indianapolis,(American Association),,,,
19181218,,,,,48575,shore101,T ,BOS,AL,NYA,AL,,,,
19140709,,,,,48519,shore101,P ,Baltimore,(International),BOS,AL,,,,
20040723,,,,,53080,shorr001,T ,KCA,AL,MON,NL,,,,
20051221,,,,,39928,shorr001,Fg,WAS,NL,,,,,,
20041025,,,,,39927,shorr001,F ,,,WAS,NL,,,,
20041015,,,,,39926,shorr001,Fg,WAS,NL,,,,,,
20031215,,,,,39925,shorr001,F ,,,KCA,AL,,,,
20021015,,,,,39924,shorr001,Fg,ANA,AL,,,,,,
20011207,,,,,39923,shorr001,F ,,,ANA,AL,,,,
20011015,,,,,39922,shorr001,Fg,CHN,NL,,,,,,
20001126,,,,,39921,shorr001,F ,,,CHN,NL,,,,
20001015,,,,,39920,shorr001,Fg,BAL,AL,,,,,,
19940602,,,19940609,,39919,shorr001,Da,,,BAL,AL,,33,,
19171215,,,,,48562,shotb101,T ,SLA,AL,WS1,AL,,,,
19190201,,,,,39930,shotb101,W ,WS1,AL,SLN,NL,,,,
19090901,,,,,39929,shotb101,D ,Steubenville,(Ohio-Pennsylvania),SLA,AL,,,,
20100705,,,,,68291,shoub001,F ,,,TBA,AL,,,,
20100325,,,,,68227,shoub001,R ,BOS,AL,,,,,,
20101106,,,,,61995,shoub001,Fg,TBA,AL,,,,,,
20100104,,,,,59386,shoub001,F ,,,BOS,AL,,,,
20091117,,,,,59385,shoub001,Fg,TBA,AL,,,,,,
20090210,,,,,57667,shoub001,F ,,,TBA,AL,,,,
20081030,,,,,56221,shoub001,Fg,MIL,NL,,,,,,
20060513,,,,,53256,shoub001,T ,TEX,AL,MIL,NL,,,,
20021203,,,,,39949,shoub001,F ,,,TEX,AL,,,,
20021015,,,,,39948,shoub001,Fg,HOU,NL,,,,,,
20020716,,,,,39947,shoub001,F ,,,HOU,NL,,,,
20020627,,,,,39946,shoub001,R ,KCA,AL,,,,,,
20011208,,,,,39945,shoub001,F ,,,KCA,AL,,,,
20011015,,,,,39944,shoub001,Fg,HOU,NL,,,,,,
20001222,,,,,39943,shoub001,F ,,,HOU,NL,,,,
20001015,,,,,39942,shoub001,Fg,BAL,AL,,,,,,
20000513,,,,,39941,shoub001,F ,,,BAL,AL,,,,
20000414,,,,,39940,shoub001,R ,NYN,NL,,,,,,
19991116,,,,,39939,shoub001,F ,,,NYN,NL,,,,
19991015,,,,,39938,shoub001,Fg,ARI,NL,,,,,,
19981111,,,,,39937,shoub001,F ,,,ARI,NL,,,,
19980625,,,,,39936,shoub001,R ,BOS,AL,,,,,,
19971028,,,,,39935,shoub001,F ,,,BOS,AL,,,,
19971015,,,,,39934,shoub001,Fg,BAL,AL,,,,,,
19960522,,,,,39933,shoub001,F ,,,BAL,AL,,,,
19960516,,,,,39932,shoub001,R ,PIT,NL,,,,,,
19900604,,,19900608,,39931,shoub001,Da,,,PIT,NL,,13,,
19420506,,,,,60069,shouc101,T ,SLN,NL,CIN,NL,,,,
19490729,,,,,53879,shouc101,R ,CHA,AL,,,,,,
19380416,,,,,48977,shouc101,T ,CHN,NL,SLN,NL,,,,
19490511,,,,,39952,shouc101,P ,BSN,NL,CHA,AL,,,,
19470607,,,,,39951,shouc101,P ,CIN,NL,BSN,NL,,,,
19110615,,,,,39953,shovj101,P ,Erie,(Ohio-Pennsylvania),PIT,NL,,,,"$2,500 "
19901210,,,,,39957,showe001,F ,,,OAK,AL,,,,
19901105,,,,,39956,showe001,Fg,SDN,NL,,,,,,
19780606,,,,,39955,showe001,Da,,,SDN,NL,,18,,
19740605,,,,,39954,showe001,Dn,,,MIN,AL,,36,,
20150101,,,,,75932,shrec001,T ,ATL,NL,NYA,AL,,,,
20100608,,,20100613,,73527,shrec001,Da,,,ATL,NL,,11,,
18870815,,@,,,39958,shrel101,P ,BL2,AA,IN3,NL,,,,
19440000,,,,,39959,shubg101,Fa,,,BRO,NL,,,,
20141103,,,,,74235,shucj001,W ,CLE,AL,CHA,AL,,,,
20140905,,,,,73861,shucj001,P ,ANA,AL,CLE,AL,,,,
20121103,,,,,69514,shucj001,Fg,HOU,NL,,,,,,
20121115,,,,,67798,shucj001,F ,,,ANA,AL,,,,
20080605,,,20080612,,62766,shucj001,Da,,,HOU,NL,,6,,
20020728,,,,,52893,shuep001,T ,CLE,AL,LAN,NL,,,,
20070905,,,,,39965,shuep001,R ,BAL,AL,,,,,,
20070206,,,,,39964,shuep001,F ,,,BAL,AL,,,,
20070117,,,,,39963,shuep001,Z ,CLE,AL,,,,,,
20050128,,,,,39962,shuep001,F ,,,CLE,AL,,,,
20041028,,,,,39961,shuep001,Fg,LAN,NL,,,,,,
19920601,,,19920601,,39960,shuep001,Da,,,CLE,AL,,1,2,
18930630,,,,,66691,shugf101,T ,PIT,NL,SLN,NL,,,,
18950106,,,,,48250,shugf101,T ,SLN,NL,LS3,NL,,,,
18910708,,,,,39967,shugf101,P ,Minneapolis,(Western),PIT,NL,,,,
18900816,,,,,39966,shugf101,Fo,,,CHP,PL,,,,
20000731,,,,,52695,shuma001,T ,NYN,NL,BAL,AL,,,,
20020116,,,,,39971,shuma001,F ,,,CHN,NL,,,,
20011015,,,,,39970,shuma001,Fg,BAL,AL,,,,,,
20000412,,,,,39969,shuma001,W ,PHI,NL,NYN,NL,,,,
19950601,,,19950604,,39968,shuma001,Da,,,PHI,NL,,23,,
19440727,,,,,39972,shumh101,W ,PIT,NL,PHI,NL,,,,
20041015,,,,,39993,shumt001,Fg,PIT,NL,,,,,,
20040405,,,,,39992,shumt001,F ,,,PIT,NL,,,,
20040331,,,,,39991,shumt001,R ,BOS,AL,,,,,,
20040203,,,,,39990,shumt001,F ,,,BOS,AL,,,,
20031027,,,,,39989,shumt001,R ,TBA,AL,,,,,,
20030329,,,,,39988,shumt001,F ,,,TBA,AL,,,,
20030328,,,,,39987,shumt001,R ,LAN,NL,,,,,,
20030130,,,,,39986,shumt001,F ,,,LAN,NL,,,,
20021028,,,,,39985,shumt001,Fg,COL,NL,,,,,,
20000101,,,,,39984,shumt001,F ,,,COL,NL,,,,
19991029,,,,,39983,shumt001,Fg,COL,NL,,,,,,
19981218,,,,,39982,shumt001,F ,,,COL,NL,,,,
19981015,,,,,39981,shumt001,Fg,COL,NL,,,,,,
19970813,,,,,39980,shumt001,F ,,,COL,NL,,,,
19970805,,,,,39979,shumt001,R ,SDN,NL,,,,,,
19961104,,,,,39978,shumt001,F ,,,SDN,NL,,,,
19961015,,,,,39977,shumt001,Fg,CHN,NL,,,,,,
19960312,,,,,39976,shumt001,F ,,,CHN,NL,,,,
19951006,,,,,39975,shumt001,Fg,BOS,AL,,,,,,
19941213,,,,,39974,shumt001,C ,KCA,AL,BOS,AL,,,,
19870602,,,19870603,,39973,shumt001,Da,,,KCA,AL,,2,,
19180613,,,,,57870,sicke101,P ,San Antonio,(Texas),NY1,NL,,,,
19190527,,,,,48587,sicke101,T ,NY1,NL,PHI,NL,,,,
19200702,,,,,39995,sicke101,P ,NY1,NL,CIN,NL,,,,
19160731,,,,,39994,sicke101,P ,Norfolk,(Virginia),CHN,NL,,,,
19981124,,,,,40004,siddj001,F ,,,DET,AL,,,,
19981009,,,,,40003,siddj001,Fg,DET,AL,,,,,,
19971202,,,,,40002,siddj001,F ,,,DET,AL,,,,
19971015,,,,,40001,siddj001,Fg,MON,NL,,,,,,
19961029,,,,,40000,siddj001,F ,,,MON,NL,,,,
19960930,,,,,39999,siddj001,Fg,FLO,NL,,,,,,
19951130,,,,,39998,siddj001,F ,,,FLO,NL,,,,
19951016,,,,,39997,siddj001,Fg,MON,NL,,,,,,
19870805,,,,,39996,siddj001,Fa,,,MON,NL,,,,
19630824,,,,,40006,siebd101,P ,PHI,NL,MIN,AL,,,,
19580721,,,,,40005,siebd101,Fa,,,PHI,NL,,,,
19451016,,,,,49149,siebd102,T ,PHA,AL,SLA,AL,,,,
19380514,,,,,48978,siebd102,T ,SLN,NL,PHA,AL,,,,
19370223,,,,,40009,siebd102,P ,CHN,NL,SLN,NL,,,,
19360929,,,,,40008,siebd102,D ,Indianapolis,(American Association),CHN,NL,,,,
